,user_id,transaction_id,person,date,city,purchased_items
18,USER0007,TX00019,Nicole Lawrence,2023-05-18,"Phoenix, AZ","UPS,Monitor,Keyboard,Motherboard,HDD,Headset,Sound Card,Graphics Tablet"
19,USER0007,TX00020,Nicole Lawrence,2024-06-20,"Phoenix, AZ","Thermal Paste,Optical Drive,Speakers,Cooling Fan,HDD,Sound Card,Network Card,Keyboard,Graphics Tablet"
20,USER0007,TX00021,Nicole Lawrence,2023-10-14,"Phoenix, AZ","Webcam,Speakers,GPU,UPS,Motherboard,Sound Card,RGB Lighting,CPU,Surge Protector"
21,USER0008,TX00022,Richard Johns,2023-05-19,"Indianapolis, IN","UPS,Motherboard,Monitor,CPU Cooler,Thermal Paste,Mouse,Webcam,Headset,Network Card,Surge Protector"
22,USER0008,TX00023,Richard Johns,2023-02-04,"Indianapolis, IN","External HDD,Network Card,Graphics Tablet,UPS,RGB Lighting,HDD,Cooling Fan,Motherboard,RAM"
23,USER0008,TX00024,Richard Johns,2024-05-15,"Indianapolis, IN","Cooling Fan,Surge Protector,Power Supply,External HDD,CPU,Thermal Paste"
24,USER0008,TX00025,Richard Johns,2022-10-21,"Indianapolis, IN","Webcam,Keyboard,Network Card,Surge Protector,Case"
25,USER0008,TX00026,Richard Johns,2023-08-14,"Indianapolis, IN","Optical Drive,SSD,HDD,RAM,Network Card,Case"
26,USER0009,TX00027,Ronald Lawson,2024-04-15,"Austin, TX","CPU Cooler,Monitor,Sound Card"
27,USER0009,TX00028,Ronald Lawson,2023-04-12,"Austin, TX","Thermal Paste,CPU Cooler,Motherboard,Mouse,Optical Drive,RGB Lighting,USB Hub,Headset"
28,USER0009,TX00029,Ronald Lawson,2023-07-17,"Austin, TX","RAM,CPU,Surge Protector,Case"
29,USER0010,TX00030,Jack Turner,2023-06-21,"Jacksonville, FL","Sound Card,CPU,Graphics Tablet,Mouse,Monitor,Optical Drive,Webcam,External HDD,Thermal Paste"
30,USER0010,TX00031,Jack Turner,2024-04-23,"Jacksonville, FL","Monitor,Mouse,CPU,Power Supply"
31,USER0010,TX00032,Jack Turner,2024-01-22,"Jacksonville, FL","CPU,RGB Lighting,External HDD,CPU Cooler,Surge Protector,Motherboard"
32,USER0011,TX00033,Patricia Dorsey,2024-05-07,"San Francisco, CA","HDD,External HDD,Keyboard,SSD,Headset"
33,USER0011,TX00034,Patricia Dorsey,2022-11-01,"San Francisco, CA","Network Card,Power Supply,Optical Drive,Headset,UPS,Thermal Paste,Motherboard,USB Hub"
34,USER0011,TX00035,Patricia Dorsey,2023-12-12,"San Francisco, CA","Headset,SSD,CPU,External HDD,CPU Cooler,Mouse"
35,USER0011,TX00036,Patricia Dorsey,2023-01-23,"San Francisco, CA","Optical Drive,CPU,Sound Card,Thermal Paste,Motherboard,Network Card,Mouse,GPU,Monitor,Cooling Fan"
36,USER0012,TX00037,Bradley Booth,2023-07-30,"Los Angeles, CA","Speakers,External HDD,HDD,Keyboard,UPS,Webcam,Surge Protector,Case"
37,USER0012,TX00038,Bradley Booth,2023-04-07,"Los Angeles, CA","Keyboard,Webcam,HDD,UPS,CPU,Headset"
38,USER0013,TX00039,Tammy Mendez,2024-09-07,"Denver, CO","Optical Drive,HDD,RGB Lighting,Mouse,GPU,Graphics Tablet,Surge Protector"
39,USER0013,TX00040,Tammy Mendez,2023-07-29,"Denver, CO","Keyboard,Surge Protector,External HDD,Network Card,RGB Lighting"
40,USER0013,TX00041,Tammy Mendez,2024-08-12,"Denver, CO","CPU,RGB Lighting,Motherboard,UPS,SSD"
41,USER0014,TX00042,Gary Harris,2023-09-18,"Indianapolis, IN","Motherboard,USB Hub,HDD,SSD"
42,USER0014,TX00043,Gary Harris,2023-09-04,"Indianapolis, IN","Speakers,Sound Card,Mouse"
43,USER0015,TX00044,Michael Pierce,2024-09-02,"Phoenix, AZ","RGB Lighting,CPU,Sound Card"
44,USER0015,TX00045,Michael Pierce,2023-10-15,"Phoenix, AZ","CPU,Cooling Fan,Monitor,Case,Surge Protector,External HDD,RAM"
45,USER0015,TX00046,Michael Pierce,2023-05-17,"Phoenix, AZ","Cooling Fan,CPU Cooler,Mouse,Headset,Motherboard,External HDD"
46,USER0015,TX00047,Michael Pierce,2024-01-07,"Phoenix, AZ","Optical Drive,UPS,GPU,Speakers"
47,USER0015,TX00048,Michael Pierce,2023-05-18,"Phoenix, AZ","Power Supply,Cooling Fan,SSD"
48,USER0016,TX00049,Hunter Lewis,2024-01-03,"Dallas, TX","Optical Drive,CPU Cooler,HDD,Graphics Tablet"
49,USER0016,TX00050,Hunter Lewis,2023-08-22,"Dallas, TX","Optical Drive,RGB Lighting,Surge Protector,Thermal Paste,CPU Cooler,Keyboard,Case,Graphics Tablet"
50,USER0016,TX00051,Hunter Lewis,2022-11-22,"Dallas, TX","Case,HDD,Thermal Paste"
51,USER0017,TX00052,Michael Baker,2022-10-11,"Fort Worth, TX","HDD,Optical Drive,Thermal Paste,Motherboard"
52,USER0018,TX00053,Richard Paul,2023-11-19,"Detroit, MI","Network Card,Mouse,USB Hub,Cooling Fan,HDD,Optical Drive,Case,SSD"
53,USER0019,TX00054,Spencer Johnson,2024-01-19,"Jacksonville, FL","Headset,SSD,Cooling Fan,RGB Lighting"
54,USER0019,TX00055,Spencer Johnson,2024-04-19,"Jacksonville, FL","Optical Drive,RAM,Speakers,Webcam"
55,USER0019,TX00056,Spencer Johnson,2023-01-17,"Jacksonville, FL","UPS,USB Hub,Case,Surge Protector"
56,USER0020,TX00057,Joseph Flynn,2022-12-28,"Indianapolis, IN","SSD,Graphics Tablet,Monitor,CPU Cooler,RGB Lighting,Power Supply,Thermal Paste,Surge Protector,Speakers,Mouse"
57,USER0021,TX00058,James Murphy,2023-11-17,"San Francisco, CA","USB Hub,Webcam,Cooling Fan,RAM,Keyboard,Surge Protector,SSD,CPU"
58,USER0021,TX00059,James Murphy,2023-08-28,"San Francisco, CA","RAM,Speakers,USB Hub,SSD,CPU Cooler,Headset,Keyboard"
59,USER0021,TX00060,James Murphy,2023-01-30,"San Francisco, CA","GPU,Optical Drive,Sound Card"
60,USER0021,TX00061,James Murphy,2023-09-11,"San Francisco, CA","Cooling Fan,Headset,Case,Optical Drive"
61,USER0022,TX00062,Francisco Davidson,2024-03-04,"Austin, TX","Mouse,Case,UPS,SSD"
62,USER0023,TX00063,Jeffrey Edwards,2023-01-08,"Denver, CO","External HDD,SSD,CPU Cooler,UPS,Case,Power Supply,HDD,Surge Protector,Network Card,Graphics Tablet"
63,USER0023,TX00064,Jeffrey Edwards,2023-07-08,"Denver, CO","Graphics Tablet,CPU,SSD,Optical Drive,Power Supply"
64,USER0023,TX00065,Jeffrey Edwards,2022-12-05,"Denver, CO","RAM,Cooling Fan,HDD,RGB Lighting,Power Supply,Surge Protector,Sound Card"
65,USER0023,TX00066,Jeffrey Edwards,2023-11-19,"Denver, CO","Speakers,Graphics Tablet,UPS,Webcam,Keyboard,External HDD,Optical Drive,HDD,Sound Card"
66,USER0024,TX00067,Dean King,2023-06-05,"Phoenix, AZ","CPU,RGB Lighting,Motherboard,SSD,UPS,Headset,Surge Protector"
67,USER0025,TX00068,Leslie Ball,2023-11-16,"Jacksonville, FL","Webcam,Power Supply,Mouse,External HDD,USB Hub,UPS,SSD,RGB Lighting,HDD"
68,USER0025,TX00069,Leslie Ball,2023-12-13,"Jacksonville, FL","RAM,SSD,Mouse,CPU Cooler,External HDD,RGB Lighting,Thermal Paste,Headset,Keyboard,Speakers"
69,USER0025,TX00070,Leslie Ball,2024-06-08,"Jacksonville, FL","USB Hub,Motherboard,Sound Card,SSD,Keyboard,Cooling Fan,Power Supply,Network Card"
70,USER0025,TX00071,Leslie Ball,2023-03-21,"Jacksonville, FL","USB Hub,Mouse,Case,Surge Protector,Webcam,RAM,Power Supply,Graphics Tablet"
71,USER0026,TX00072,Melissa Hill,2024-01-01,"El Paso, TX","Graphics Tablet,Webcam,Speakers,Motherboard,Thermal Paste,GPU,External HDD,Sound Card,Surge Protector,Optical Drive"
72,USER0026,TX00073,Melissa Hill,2023-01-18,"El Paso, TX","CPU,External HDD,Speakers,Sound Card,GPU,Optical Drive"
73,USER0026,TX00074,Melissa Hill,2024-09-19,"El Paso, TX","USB Hub,External HDD,Power Supply,RGB Lighting,CPU,CPU Cooler,Graphics Tablet,Monitor,Mouse,Cooling Fan"
74,USER0027,TX00075,Lisa Murillo,2023-10-22,"El Paso, TX","Speakers,CPU,Network Card"
75,USER0027,TX00076,Lisa Murillo,2023-07-26,"El Paso, TX","RAM,USB Hub,Motherboard,Optical Drive,UPS,Case,CPU,External HDD"
76,USER0028,TX00077,Steven Cruz,2022-12-22,"Indianapolis, IN","GPU,Mouse,Cooling Fan,Surge Protector"
77,USER0028,TX00078,Steven Cruz,2023-04-18,"Indianapolis, IN","Power Supply,Mouse,RAM,Sound Card,Optical Drive,RGB Lighting,SSD"
78,USER0028,TX00079,Steven Cruz,2024-03-15,"Indianapolis, IN","RGB Lighting,Surge Protector,SSD,RAM,Mouse,External HDD,GPU"
79,USER0028,TX00080,Steven Cruz,2024-06-24,"Indianapolis, IN","Speakers,Optical Drive,RAM,HDD,Headset,CPU Cooler,Cooling Fan"
80,USER0029,TX00081,Michelle Hernandez,2024-03-19,"Seattle, WA","HDD,Monitor,Headset,Network Card,Sound Card,CPU,GPU,Speakers"
81,USER0029,TX00082,Michelle Hernandez,2024-09-19,"Seattle, WA","Cooling Fan,Mouse,HDD,RAM"
82,USER0029,TX00083,Michelle Hernandez,2023-08-17,"Seattle, WA","RAM,Keyboard,Sound Card,GPU,Optical Drive"
83,USER0029,TX00084,Michelle Hernandez,2023-11-12,"Seattle, WA","External HDD,Monitor,Sound Card,Motherboard,Thermal Paste"
84,USER0030,TX00085,John Haney,2024-04-14,"Phoenix, AZ","Case,RGB Lighting,Graphics Tablet,USB Hub,Speakers"
85,USER0031,TX00086,James Moss,2022-10-22,"Indianapolis, IN","Case,SSD,USB Hub,Mouse,Sound Card,RGB Lighting,CPU Cooler,Keyboard,Monitor,GPU"
86,USER0032,TX00087,Amber Hernandez,2024-06-10,"Columbus, OH","GPU,External HDD,Motherboard,Speakers,Headset,Surge Protector,Cooling Fan"
87,USER0032,TX00088,Amber Hernandez,2023-08-28,"Columbus, OH","Keyboard,Network Card,CPU,GPU,Thermal Paste,Sound Card"
88,USER0033,TX00089,John Martin,2024-02-03,"Columbus, OH","Motherboard,SSD,Graphics Tablet,Thermal Paste,Sound Card"
89,USER0034,TX00090,David Garcia,2024-01-25,"San Francisco, CA","CPU Cooler,Monitor,Thermal Paste,Network Card,UPS,Case,Speakers,HDD,Cooling Fan,External HDD"
90,USER0035,TX00091,Matthew Crosby,2024-09-14,"Dallas, TX","RGB Lighting,UPS,HDD,Power Supply,Thermal Paste,USB Hub,CPU Cooler,Motherboard,Surge Protector,Sound Card"
91,USER0035,TX00092,Matthew Crosby,2023-04-10,"Dallas, TX","Sound Card,Thermal Paste,Cooling Fan,CPU,Optical Drive,CPU Cooler,Surge Protector,Graphics Tablet"
92,USER0035,TX00093,Matthew Crosby,2022-12-18,"Dallas, TX","Sound Card,HDD,UPS"
93,USER0035,TX00094,Matthew Crosby,2023-12-08,"Dallas, TX","Webcam,Cooling Fan,GPU,Graphics Tablet,Network Card"
94,USER0035,TX00095,Matthew Crosby,2024-08-05,"Dallas, TX","Motherboard,Mouse,CPU,GPU,Case,Network Card,Sound Card,Graphics Tablet,Cooling Fan,Monitor"
95,USER0036,TX00096,Shaun Green,2023-02-08,"Dallas, TX","Network Card,CPU Cooler,Power Supply,RGB Lighting,CPU"
96,USER0037,TX00097,Sally Castillo,2024-02-07,"San Antonio, TX","Sound Card,Thermal Paste,CPU Cooler,HDD"
97,USER0037,TX00098,Sally Castillo,2023-12-19,"San Antonio, TX","CPU,Keyboard,Network Card,RGB Lighting,USB Hub,Power Supply,Sound Card,Thermal Paste"
98,USER0037,TX00099,Sally Castillo,2022-12-29,"San Antonio, TX","Optical Drive,Speakers,RAM,Mouse,Sound Card,Power Supply,GPU,Headset,UPS"
99,USER0037,TX00100,Sally Castillo,2024-08-25,"San Antonio, TX","CPU Cooler,Surge Protector,Webcam,SSD"
100,USER0037,TX00101,Sally Castillo,2024-02-09,"San Antonio, TX","Surge Protector,Optical Drive,CPU Cooler,Speakers,Sound Card"
101,USER0038,TX00102,Barbara Figueroa MD,2022-10-24,"San Francisco, CA","GPU,Optical Drive,Cooling Fan"
102,USER0038,TX00103,Barbara Figueroa MD,2023-07-25,"San Francisco, CA","SSD,RAM,Sound Card,Optical Drive,GPU,CPU"
103,USER0038,TX00104,Barbara Figueroa MD,2023-08-28,"San Francisco, CA","CPU Cooler,Case,Motherboard"
104,USER0039,TX00105,Christopher Davis,2023-02-20,"Charlotte, NC","Graphics Tablet,CPU,Case,Surge Protector,SSD,Optical Drive,Sound Card,USB Hub"
105,USER0040,TX00106,Jonathan Anderson,2023-12-15,"Dallas, TX","Headset,SSD,UPS,Monitor"
106,USER0040,TX00107,Jonathan Anderson,2023-06-13,"Dallas, TX","RGB Lighting,GPU,Graphics Tablet,CPU,Surge Protector,HDD,Keyboard,Power Supply,SSD"
107,USER0041,TX00108,Nicole Garrett,2023-01-08,"Philadelphia, PA","Graphics Tablet,Monitor,CPU,RAM"
108,USER0041,TX00109,Nicole Garrett,2022-12-31,"Philadelphia, PA","Surge Protector,Graphics Tablet,Speakers,Headset"
109,USER0042,TX00110,Heather Griffith,2024-04-30,"Chicago, IL","Sound Card,Thermal Paste,HDD"
110,USER0042,TX00111,Heather Griffith,2022-11-14,"Chicago, IL","External HDD,Keyboard,Mouse,Power Supply"
111,USER0042,TX00112,Heather Griffith,2023-05-31,"Chicago, IL","UPS,Webcam,Motherboard,Case,GPU,RGB Lighting,SSD,Speakers"
112,USER0043,TX00113,Benjamin Moore,2024-03-24,"San Francisco, CA","Sound Card,RGB Lighting,SSD,Thermal Paste"
113,USER0044,TX00114,Tammy Shields,2023-08-03,"Chicago, IL","Sound Card,RAM,HDD"
114,USER0044,TX00115,Tammy Shields,2024-03-05,"Chicago, IL","Speakers,Webcam,CPU,Graphics Tablet,Case,CPU Cooler,SSD,Sound Card"
115,USER0045,TX00116,Marcus Chandler,2024-06-24,"San Diego, CA","HDD,GPU,Speakers"
116,USER0046,TX00117,Colin Ford,2023-02-09,"Charlotte, NC","Graphics Tablet,External HDD,Motherboard,Cooling Fan,GPU"
117,USER0047,TX00118,Margaret Brown,2023-07-18,"Los Angeles, CA","Monitor,Sound Card,Cooling Fan,Case,UPS,GPU,Headset"
118,USER0047,TX00119,Margaret Brown,2024-06-04,"Los Angeles, CA","UPS,Power Supply,Surge Protector"
119,USER0047,TX00120,Margaret Brown,2023-12-28,"Los Angeles, CA","Motherboard,HDD,Cooling Fan,CPU,CPU Cooler,Headset,SSD,External HDD,Monitor,Optical Drive"
120,USER0047,TX00121,Margaret Brown,2024-08-30,"Los Angeles, CA","Cooling Fan,Sound Card,RAM,Thermal Paste,Webcam"
121,USER0047,TX00122,Margaret Brown,2024-02-10,"Los Angeles, CA","HDD,UPS,Headset,Mouse,CPU,Keyboard,Speakers,External HDD,Optical Drive"
122,USER0048,TX00123,Brian Tucker,2023-01-05,"San Jose, CA","GPU,Motherboard,Network Card,UPS,Power Supply,Optical Drive"
123,USER0048,TX00124,Brian Tucker,2023-12-05,"San Jose, CA","RAM,Monitor,Power Supply,Surge Protector"
124,USER0048,TX00125,Brian Tucker,2024-02-06,"San Jose, CA","Cooling Fan,CPU,Monitor,Headset,RGB Lighting,External HDD,Surge Protector"
125,USER0049,TX00126,Michael Gonzalez,2023-03-06,"Chicago, IL","Speakers,Motherboard,Sound Card,UPS,Keyboard"
126,USER0049,TX00127,Michael Gonzalez,2024-01-14,"Chicago, IL","Cooling Fan,Thermal Paste,HDD,Optical Drive,External HDD"
127,USER0049,TX00128,Michael Gonzalez,2022-12-08,"Chicago, IL","Monitor,USB Hub,Headset,Power Supply,Webcam,SSD,Keyboard,Optical Drive"
128,USER0050,TX00129,Karen Vasquez,2024-01-25,"Fort Worth, TX","Surge Protector,Speakers,Keyboard,Thermal Paste"
129,USER0051,TX00130,Brad Richardson,2023-07-31,"Jacksonville, FL","Monitor,Speakers,SSD,Cooling Fan,Graphics Tablet,CPU,Optical Drive"
130,USER0051,TX00131,Brad Richardson,2022-10-26,"Jacksonville, FL","External HDD,Cooling Fan,Surge Protector,CPU Cooler,RGB Lighting"
131,USER0052,TX00132,Denise Kelley,2024-09-12,"Detroit, MI","SSD,Monitor,External HDD,CPU Cooler,Sound Card,Thermal Paste,Motherboard"
132,USER0052,TX00133,Denise Kelley,2023-10-24,"Detroit, MI","Power Supply,Webcam,Network Card,Sound Card,Keyboard"
133,USER0052,TX00134,Denise Kelley,2022-12-11,"Detroit, MI","USB Hub,Surge Protector,Motherboard"
134,USER0053,TX00135,Eric Reed,2023-12-14,"Austin, TX","Speakers,CPU Cooler,External HDD,Motherboard,Mouse"
135,USER0053,TX00136,Eric Reed,2023-09-15,"Austin, TX","Graphics Tablet,CPU,CPU Cooler,Cooling Fan,Monitor"
136,USER0053,TX00137,Eric Reed,2022-12-09,"Austin, TX","CPU,SSD,Headset,External HDD,Case,Network Card,RGB Lighting,Surge Protector"
137,USER0054,TX00138,Carmen Harper,2023-08-29,"Austin, TX","RGB Lighting,RAM,Optical Drive,Case,Surge Protector,CPU,HDD,Cooling Fan"
138,USER0054,TX00139,Carmen Harper,2022-10-02,"Austin, TX","HDD,Keyboard,Surge Protector,Sound Card,Headset,RGB Lighting,GPU,Webcam,CPU,Optical Drive"
139,USER0054,TX00140,Carmen Harper,2024-02-02,"Austin, TX","RAM,Optical Drive,Thermal Paste,External HDD"
140,USER0054,TX00141,Carmen Harper,2024-03-30,"Austin, TX","CPU Cooler,Headset,Surge Protector,RAM,Keyboard,RGB Lighting,GPU,UPS,Monitor"
141,USER0054,TX00142,Carmen Harper,2023-10-27,"Austin, TX","Graphics Tablet,Thermal Paste,CPU,Mouse,Headset,Motherboard,External HDD"
142,USER0055,TX00143,Billy Chase,2024-01-21,"Philadelphia, PA","Keyboard,Monitor,USB Hub,Headset,Optical Drive"
143,USER0055,TX00144,Billy Chase,2024-01-06,"Philadelphia, PA","Power Supply,Keyboard,RGB Lighting,Mouse"
144,USER0055,TX00145,Billy Chase,2023-03-12,"Philadelphia, PA","Webcam,Motherboard,Thermal Paste,Surge Protector,CPU,Power Supply,Keyboard,Mouse,Speakers,Optical Drive"
145,USER0055,TX00146,Billy Chase,2023-08-06,"Philadelphia, PA","Case,Thermal Paste,CPU,Speakers"
146,USER0055,TX00147,Billy Chase,2024-03-13,"Philadelphia, PA","Motherboard,Speakers,USB Hub,RAM,Headset,Mouse"
147,USER0056,TX00148,Amy Avery,2023-05-29,"Philadelphia, PA","CPU Cooler,Webcam,RGB Lighting,Monitor,Speakers,SSD,Network Card,Surge Protector"
148,USER0056,TX00149,Amy Avery,2022-10-02,"Philadelphia, PA","Motherboard,Monitor,CPU Cooler"
149,USER0056,TX00150,Amy Avery,2022-12-18,"Philadelphia, PA","SSD,UPS,HDD,External HDD"
150,USER0057,TX00151,Tina Hopkins,2024-03-29,"Denver, CO","External HDD,Case,Mouse"
151,USER0057,TX00152,Tina Hopkins,2023-01-11,"Denver, CO","HDD,Webcam,Optical Drive,Monitor,Motherboard"
152,USER0057,TX00153,Tina Hopkins,2023-08-03,"Denver, CO","RGB Lighting,CPU,RAM,Cooling Fan,External HDD,Keyboard,SSD,Case,Speakers,Graphics Tablet"
153,USER0058,TX00154,Edward Mercado MD,2024-08-23,"Detroit, MI","Motherboard,CPU Cooler,Headset,Thermal Paste"
154,USER0058,TX00155,Edward Mercado MD,2023-11-06,"Detroit, MI","CPU Cooler,Monitor,Case,SSD,Thermal Paste,Cooling Fan,Webcam,Optical Drive,HDD,CPU"
155,USER0058,TX00156,Edward Mercado MD,2023-04-27,"Detroit, MI","HDD,Graphics Tablet,Network Card,Speakers,Optical Drive,Headset"
156,USER0058,TX00157,Edward Mercado MD,2023-08-12,"Detroit, MI","RAM,Case,CPU,CPU Cooler,Motherboard,Monitor,USB Hub,GPU,External HDD"
157,USER0059,TX00158,Matthew Irwin,2024-01-08,"Fort Worth, TX","Motherboard,CPU,SSD,Case,Cooling Fan,RGB Lighting,Network Card,Optical Drive,Monitor,Speakers"
158,USER0059,TX00159,Matthew Irwin,2022-10-10,"Fort Worth, TX","CPU Cooler,Network Card,Power Supply,Thermal Paste,CPU,Motherboard,Surge Protector,Monitor,Graphics Tablet"
159,USER0060,TX00160,Patricia Vaughn,2023-02-27,"Austin, TX","Monitor,UPS,Keyboard,Mouse,Thermal Paste,Headset"
160,USER0061,TX00161,Jessica Hall,2023-06-21,"Seattle, WA","Power Supply,External HDD,UPS,Thermal Paste,Network Card,RAM,CPU,RGB Lighting,Optical Drive,CPU Cooler"
161,USER0061,TX00162,Jessica Hall,2023-07-15,"Seattle, WA","Motherboard,Surge Protector,Mouse,RGB Lighting,External HDD,Sound Card,CPU"
162,USER0061,TX00163,Jessica Hall,2023-09-02,"Seattle, WA","CPU Cooler,Thermal Paste,Network Card,Headset,Optical Drive,Keyboard"
163,USER0062,TX00164,Nathan Hull,2023-08-27,"New York City, NY","UPS,CPU Cooler,Graphics Tablet,Network Card,RAM,HDD"
164,USER0063,TX00165,Allen Baker,2023-01-30,"Charlotte, NC","Motherboard,Optical Drive,Thermal Paste"
165,USER0063,TX00166,Allen Baker,2023-10-20,"Charlotte, NC","Headset,Mouse,USB Hub,UPS"
166,USER0063,TX00167,Allen Baker,2023-03-07,"Charlotte, NC","Case,Monitor,Keyboard,Webcam,USB Hub,HDD"
167,USER0063,TX00168,Allen Baker,2024-07-28,"Charlotte, NC","Motherboard,Graphics Tablet,RGB Lighting,CPU,USB Hub"
168,USER0063,TX00169,Allen Baker,2023-07-02,"Charlotte, NC","Cooling Fan,HDD,Surge Protector,Case,Motherboard,Monitor,RAM"
169,USER0064,TX00170,Lindsey Moore,2023-02-01,"Indianapolis, IN","Cooling Fan,Speakers,Monitor,Thermal Paste,Network Card"
170,USER0065,TX00171,Dylan Harris,2024-05-15,"Columbus, OH","External HDD,Case,UPS,CPU,Sound Card,Headset,Surge Protector,Speakers,Mouse"
171,USER0065,TX00172,Dylan Harris,2022-10-16,"Columbus, OH","Case,Power Supply,Speakers,Webcam"
172,USER0065,TX00173,Dylan Harris,2023-09-05,"Columbus, OH","Network Card,External HDD,USB Hub"
173,USER0065,TX00174,Dylan Harris,2023-05-14,"Columbus, OH","Mouse,Thermal Paste,RAM,External HDD,Surge Protector,USB Hub,SSD,CPU,CPU Cooler"
174,USER0065,TX00175,Dylan Harris,2024-09-14,"Columbus, OH","Optical Drive,Mouse,USB Hub"
175,USER0066,TX00176,Karen Knox,2024-05-05,"Charlotte, NC","Speakers,RAM,Graphics Tablet,Webcam"
176,USER0067,TX00177,Brian Johnson,2024-02-14,"Charlotte, NC","GPU,Mouse,Cooling Fan,Surge Protector"
177,USER0067,TX00178,Brian Johnson,2024-06-03,"Charlotte, NC","CPU Cooler,External HDD,RAM"
178,USER0067,TX00179,Brian Johnson,2022-11-07,"Charlotte, NC","Keyboard,External HDD,Optical Drive,Power Supply"
179,USER0067,TX00180,Brian Johnson,2024-02-29,"Charlotte, NC","Cooling Fan,Surge Protector,CPU Cooler,Webcam,Monitor,GPU"
180,USER0067,TX00181,Brian Johnson,2023-04-11,"Charlotte, NC","HDD,Power Supply,External HDD,Speakers,Cooling Fan"
181,USER0068,TX00182,Melissa Mckenzie,2022-10-03,"San Antonio, TX","Thermal Paste,Sound Card,Headset,UPS,Graphics Tablet,CPU"
182,USER0068,TX00183,Melissa Mckenzie,2023-07-23,"San Antonio, TX","External HDD,Case,CPU Cooler,HDD,RGB Lighting,Monitor,UPS,Cooling Fan,Surge Protector,Thermal Paste"
183,USER0069,TX00184,Michael Hoffman,2023-01-22,"New York City, NY","Headset,External HDD,Case,UPS,Power Supply"
184,USER0069,TX00185,Michael Hoffman,2024-01-27,"New York City, NY","UPS,Sound Card,Speakers,SSD,Surge Protector,GPU,RAM,CPU Cooler,Thermal Paste,USB Hub"
185,USER0069,TX00186,Michael Hoffman,2023-09-03,"New York City, NY","Motherboard,Cooling Fan,Webcam"
186,USER0069,TX00187,Michael Hoffman,2023-07-25,"New York City, NY","USB Hub,SSD,Surge Protector,Cooling Fan,Webcam,Network Card,RAM,RGB Lighting,GPU"
187,USER0070,TX00188,Sharon Page,2023-12-15,"San Francisco, CA","Speakers,Thermal Paste,CPU Cooler,Surge Protector,USB Hub,Optical Drive,GPU,CPU"
188,USER0070,TX00189,Sharon Page,2024-03-01,"San Francisco, CA","Sound Card,RAM,HDD"
189,USER0070,TX00190,Sharon Page,2024-07-04,"San Francisco, CA","Speakers,Network Card,UPS,Monitor,Headset,Keyboard,Case,Webcam,RAM"
